,,,Polygon,"28.230463915932173,-25.753631904086223,28.23055208881519,-25.753686232832326,28.23049776006909,-25.75376282745798,28.2303882119417,-25.75369692045451,28.230403352739796,-25.75367643584532,28.230422946713798,-25.753686232832326,28.230463915932173,-25.753631904086223",1,Room 1-2,Geography,1
,,,Polygon,"28.23041404036198,-25.75340212020926,28.2304772754599,-25.753441308157267,28.230431853065618,-25.753509887066283,28.230363274156602,-25.75346891784791,28.23041404036198,-25.75340212020926",2,Room 1-11,Geography,1
,,,Polygon,"28.23060374565575,-25.75337629178898,28.23060463629093,-25.753375401153797,28.2306705432944,-25.753418151642535,28.230633136616756,-25.753476042929368,28.230565448342922,-25.753435964346174,28.23060374565575,-25.75337629178898",3,Room 1-17,Geography,1
